BASE_YM,MDCL_TOID_CODE,MDCL_TOID_NM,MENU_LGLS_CODE,MENU_LGLS_NM,MENU_MDCL_CODE,MENU_MDCL_NM,MLE_Y20_BELO_SELG_AMNT,MLE_Y20_SELG_AMNT,MLE_Y30_SELG_AMNT,MLE_Y40_SELG_AMNT,MLE_Y50_SELG_AMNT,MLE_Y60_ANM_SELG_AMNT,WO_Y20_BELO_SELG_AMNT,WO_Y20_SELG_AMNT,WO_Y30_SELG_AMNT,WO_Y40_SELG_AMNT,WO_Y50_SELG_AMNT,WO_Y60_ANM_SELG_AMNT,AGEGRP_SEX_TOT_SELG_AMNT,MLE_Y20_BELO_USE_NCAS,MLE_Y20_USE_NCAS,MLE_Y30_USE_NCAS,MLE_Y40_USE_NCAS,MLE_Y50_USE_NCAS,MLE_Y60_ANM_USE_NCAS,WO_Y20_BELO_USE_NCAS,WO_Y20_USE_NCAS,WO_Y30_USE_NCAS,WO_Y40_USE_NCAS,WO_Y50_USE_NCAS,WO_Y60_ANM_USE_NCAS
202406,Q01,간이주점,W,음료류,W08,이온음료류,,475100,224500,25000,,,,135500,25000,32500,,,,,220,87,10,,,,64,10,13,,
202309,Q15,한식,A,밥류,A16,탕밥류,,,853900,1204000,1042000,270000,,148500,587000,451000,279800,,,,,82,119,110,27,,14,56,44,28,
202308,Q01,간이주점,A,밥류,A14,초밥류,,3859600,4652304,1831984,1512200,154000,,5761500,3220072,932865,638000,135000,,,223,249,129,110,14,,353,172,65,48,8
202311,Q06,분식,W,음료류,W11,차류,39000,412500,725500,613650,1129800,1247700,8000,373100,537700,761100,1313250,1335500,,14,99,155,111,218,231,4,87,136,176,234,220
202405,Q06,분식,B,면류,B08,소바류,524500,10299100,19629915,30235600,40805954,51600050,332000,6166500,14421000,20910450,29579150,34807900,26647450,61,1123,2081,3204,4292,5375,39,696,1550,2274,3189,3695
202405,Q15,한식,T,빵/과자류,T26,쿠키류,,158620,287600,466320,273486,327130,15000,1156022,718400,585200,577700,209300,,,40,70,127,62,81,7,238,189,172,179,61
202404,Q13,커피/음료,K,적/꼬치류,K03,육류꼬치류,12000,211000,292000,453988,80600,,23000,238000,147500,431500,62500,38000,,4,150,189,168,65,,13,141,87,202,34,38
202401,Q04,별식/퓨전요리,T,빵/과자류,T32,토스트류,,,,,,,,,,,,,,,,,,,,,,,,,
202403,Q10,일식/수산물,L,전/부침류,L01,해물전류,,,749000,2852400,7263800,4845400,,,328500,1513767,4336600,2863700,,,,49,218,540,335,,,29,102,302,201
202311,Q10,일식/수산물,F,볶음류,F02,야채/채소볶음류,,,,,,,,,63000,,,,,,,,,,,,,4,,,
202308,Q01,간이주점,D,국/탕/찌개/전골류,D03,샤브샤브류,,1308600,1254290,150600,160000,,,2092733,511600,,,,,,63,52,13,6,,,98,47,,,
202311,Q01,간이주점,P,냉채/무침류,P02,야채/채소무침류,,263000,996500,839500,705000,,,189600,331800,278000,110000,,,,29,106,87,65,,,26,42,32,12,
202311,Q11,제과/제빵/떡/케익,E,구이류,E01,수산물구이류,,170100,150028,154000,34000,,,308000,107000,92000,28000,,,,24,21,24,6,,,54,20,18,6,
202404,Q03,닭/오리요리,A,밥류,A10,비빔밥류,8000,450000,1167500,1527500,3460100,3775500,,295500,694000,1088500,2090500,2764000,,4,113,204,256,538,461,,78,106,160,274,269
202310,Q02,고기요리,D,국/탕/찌개/전골류,D02,나베류,,1448600,1571000,243000,338000,369000,,400300,772000,461000,208000,234000,,,34,64,15,25,27,,22,31,33,16,18
202402,Q12,중식,B,면류,B01,국수류,48000,990500,2091500,2033400,2085220,1226500,5000,1276700,1334900,1306200,1473500,1158000,,11,172,321,338,340,198,15,281,241,236,225,171
202402,Q13,커피/음료,S,떡류,S02,호떡류,9000,141900,316100,365740,550050,554350,,218900,303350,433950,720550,199100,,4,43,102,140,195,173,,33,110,163,248,49
202308,Q03,닭/오리요리,A,밥류,A03,김밥류,,52000,144800,286200,276000,143500,,55000,179700,166500,309900,94900,,,10,37,75,66,41,,10,44,45,89,25
202307,Q07,양식,V,주류,V07,와인류,,2898989,8712178,4645772,3870642,719400,,7691298,10532221,3418244,3343400,28500,,,252,516,284,242,37,,648,587,207,157,4
202401,Q06,분식,G,튀김류,G05,기타튀김류,72900,164000,345394,755700,603200,108730,34800,289700,372600,1032000,748997,149000,,43,128,218,346,252,44,19,176,243,489,371,52
202403,Q01,간이주점,Q,김치류,Q01,배추김치류,,284700,255800,21000,88000,,,138000,82000,50000,111000,70000,,,33,35,5,12,,,12,9,8,20,7
202405,Q13,커피/음료,T,빵/과자류,T04,마늘빵류,,388350,1676240,2566888,2976310,3209348,,803960,1851688,3023651,4521544,3923617,,,69,283,453,504,553,,146,332,568,803,681
202401,Q03,닭/오리요리,W,음료류,W12,커피류,,489980,1317400,1989920,2440780,1612650,,525440,1460980,2072238,1584660,1123760,,,185,480,703,842,569,,136,425,706,572,414
202403,Q08,유흥주점,U,과일/샐러드류,U02,샐러드류,,631640,2961823,507633,99600,,,1148700,805332,267000,55600,101000,,,36,160,36,5,,,65,52,14,4,5
202309,Q03,닭/오리요리,R,묵류,R02,야채/채소묵류,,59000,260000,237000,127000,,,81000,52000,,,,,,8,44,35,19,,,9,8,,,
202311,Q04,별식/퓨전요리,F,볶음류,F02,야채/채소볶음류,,173000,923335,934715,293305,205500,,605400,898528,843200,956800,167600,,,21,310,95,36,19,,72,99,79,123,10
202311,Q01,간이주점,N,회류,N02,수산물숙회류,,1544000,3573900,4059500,3717200,496900,,423700,715500,593700,,140000,,,97,171,200,149,23,,26,35,21,,4
202406,Q14,패스트푸드,A,밥류,A12,일반밥류,5000,213600,87600,114400,404000,462000,,54400,85000,360000,231400,374000,,5,84,40,78,100,115,,23,9,54,52,26
202402,Q08,유흥주점,W,음료류,W04,쉐이크류,,,36000,135000,,,,,,,,,,,,4,9,,,,,,,,
202310,Q13,커피/음료,B,면류,B15,파스타/스파게티류,,1919700,8318296,10277415,8758300,5359300,,6272462,15583074,16856942,14823208,9562485,,,109,466,578,474,283,,378,899,968,826,495
202307,Q09,음식배달서비스,D,국/탕/찌개/전골류,D08,탕류,,,,,,,,,,99000,,,,,,,,,,,,,4,,
202402,Q13,커피/음료,A,밥류,A14,초밥류,,70600,104000,485600,307800,,,67200,,223100,205500,279400,,,10,6,39,21,,,6,,21,18,17
202401,Q11,제과/제빵/떡/케익,W,음료류,W04,쉐이크류,,179500,688800,685700,279170,,,807400,541800,415600,414460,122000,,,38,131,130,71,,,129,112,89,82,29
202308,Q15,한식,A,밥류,A15,컵밥류,,50500,,,,,,,,20000,,,,,8,,,,,,,,5,,
202309,Q10,일식/수산물,B,면류,B04,동남아식면류,,168000,266000,422000,246000,60000,,185600,266000,330000,225000,,,,16,26,39,19,6,,21,26,33,18,
202405,Q10,일식/수산물,X,빙과류,X01,아이스크림류,3500,235500,342200,490000,325900,441200,,376200,210440,252940,283000,315300,,5,65,138,340,272,350,,77,105,190,261,281
202405,Q09,음식배달서비스,G,튀김류,G02,야채/채소튀김류,,,,,,,,,,,,,,,,,,,,,,,,,
202402,Q14,패스트푸드,O,장/장아찌류,O02,게장류,,,,,,,,,,,,,,,,,,,,,,,,,
202308,Q03,닭/오리요리,W,음료류,W09,전통음료류,,77000,60200,42000,25500,15000,,87460,,16500,49500,51500,,,30,22,9,6,5,,24,,5,14,10
202311,Q11,제과/제빵/떡/케익,L,전/부침류,L02,야채전/부침류,,360950,1427850,1851400,2865100,4726000,,907100,1707600,1774050,3236376,5511147,,,38,135,167,257,431,,115,159,169,317,540
202312,Q08,유흥주점,D,국/탕/찌개/전골류,D07,찌개류,,1030500,930100,146700,343000,225000,,264600,138000,,,,,,66,56,8,26,26,,23,18,,,
202405,Q14,패스트푸드,A,밥류,A06,리조또류,,659100,2754095,1472900,675300,387600,,1042800,4455152,2181450,2342340,982800,,,43,130,73,34,22,,59,213,114,128,48
202308,Q10,일식/수산물,R,묵류,R02,야채/채소묵류,,46000,105000,154000,518000,395000,,81000,57000,103000,331000,295968,,,9,21,32,101,81,,15,13,22,72,59
202307,Q11,제과/제빵/떡/케익,G,튀김류,G03,육류튀김류,,1203250,844520,1168700,1280300,,,594700,702900,793150,359000,79200,,,95,73,117,108,,,46,77,92,51,15
202406,Q05,부페,A,밥류,A12,일반밥류,287000,2460388,1674600,1869447,2044981,1693500,59000,691000,816000,1269153,1378500,2315000,2329911,287,2487,1581,1712,1654,1042,59,689,684,986,976,580
202404,Q11,제과/제빵/떡/케익,T,빵/과자류,T13,스콘류,,2301804,5941851,7878659,7041219,5423675,37300,8853843,12591746,15358729,12872273,6697229,2996738,,667,1695,2326,2082,1611,12,2434,3527,4502,3812,2030
202405,Q01,간이주점,B,면류,B12,쫄면류,,1278700,1782400,1926100,1828800,89500,,744200,284300,1621800,1011300,,,,74,116,127,107,5,,43,22,99,61,
202402,Q07,양식,W,음료류,W04,쉐이크류,,,38000,,,,,78672,53462,,,,,,,6,,,,,13,9,,,
202312,Q13,커피/음료,W,음료류,W09,전통음료류,7500,1050567,2790545,1946446,1674028,454700,,1560513,1980426,1716607,1515290,333200,,5,240,659,441,356,99,,326,423,363,313,63
202405,Q11,제과/제빵/떡/케익,T,빵/과자류,T08,버거류,13200,229450,1945370,3313765,2930435,1956785,20500,196820,1728100,3041160,3064782,1930687,,4,66,478,888,743,505,5,52,411,786,775,461
202403,Q03,닭/오리요리,I,조림류,I02,야채/채소조림류,,,707000,836000,307000,,,,832000,520000,767000,748000,,,,20,21,21,,,,16,10,25,27
202405,Q06,분식,Q,김치류,Q01,배추김치류,2000,711000,618800,1050600,1705200,726500,,971000,539200,1466800,1579257,891400,,4,103,147,246,305,101,,143,144,323,293,130
202307,Q04,별식/퓨전요리,T,빵/과자류,T11,샌드위치류,,1235500,1972200,2047100,954500,30000,,1208800,2011500,1642900,879300,111000,,,155,250,245,113,4,,141,239,193,102,11
202307,Q08,유흥주점,G,튀김류,G01,수산물튀김류,,38000,246000,80000,,,6000,41800,7000,48000,,,,,5,9,5,,,6,11,7,4,,
202402,Q05,부페,A,밥류,A08,백반류,,559900,1889500,3297050,3375900,4779950,,100000,32000,828600,1709000,587000,,,61,200,353,362,544,,10,4,89,176,58
202307,Q01,간이주점,H,찜류,H03,육류찜류,,2695000,2018300,560000,969500,32000,,1595600,866000,329000,540000,255000,,,136,80,21,38,4,,75,29,9,18,6
202403,Q14,패스트푸드,T,빵/과자류,T05,머랭류,,112800,66500,42000,93900,,,29700,204700,206700,35700,,,,27,19,12,27,,,11,54,58,8,
202307,Q02,고기요리,V,주류,V01,고량주류,,2690500,10995000,11082000,11971031,2435000,,1619000,2395000,1096000,1607000,86000,,,125,476,481,549,144,,69,96,52,86,8
202310,Q15,한식,A,밥류,A11,쌈밥류,127300,21164700,63056700,105070904,160322954,175520836,200900,17963000,45759800,73101596,120462055,104827570,6658000,11,1774,4769,7779,11754,12887,18,1472,3367,5330,8629,7575
202405,Q08,유흥주점,X,빙과류,X01,아이스크림류,,478400,329600,91600,,,,389500,201400,,27000,,,,45,45,14,,,,38,24,,4,
202403,Q10,일식/수산물,E,구이류,E02,야채/채소구이류,,212500,390200,290500,761500,822000,,688000,400500,56000,344000,225000,,,50,106,68,82,62,,57,69,24,47,22
202309,Q10,일식/수산물,T,빵/과자류,T02,과자류,,172000,232000,102000,1251000,399000,,470400,126000,162000,317500,451000,,,17,39,32,119,119,,53,20,45,100,131
202403,Q12,중식,L,전/부침류,L05,계란전/부침류,,57500,100300,201000,124500,24000,,100000,27000,13300,46800,,,,46,83,160,85,27,,33,32,17,18,
202307,Q02,고기요리,T,빵/과자류,T31,타코/브리또/또띠아/랩류,,8000,116603,80800,87000,71000,,10000,8000,10000,0,,,,10,62,43,45,17,,15,10,9,7,
202312,Q15,한식,W,음료류,W10,주스류,36000,1006041,1780115,1292500,1193264,312080,92100,2069717,3152967,1528122,1362237,296100,,17,303,440,278,163,63,26,540,781,332,220,45
202402,Q11,제과/제빵/떡/케익,A,밥류,A12,일반밥류,,48000,446940,554760,683890,335870,,45000,189680,279710,385060,273210,,,48,227,340,336,145,,19,91,139,189,92
202404,Q12,중식,V,주류,V05,소주류,,21755302,67047702,112779581,140297009,110689698,36000,10390641,20892498,29283910,31391672,27377548,13163953,,4449,13854,23952,30351,24239,8,2091,4220,6155,6633,5881
202402,Q06,분식,H,찜류,H01,수산물찜류,,,927100,3041000,7297700,6756300,,,944000,1661600,5720600,7249000,,,,16,52,160,166,,,13,26,121,157
202307,Q06,분식,D,국/탕/찌개/전골류,D05,스프류,,,,,,,,,,,,,,,,,,,,,,,,,
202402,Q07,양식,V,주류,V09,칵테일류,48000,8036644,9157840,3455800,2386211,77000,,14330983,8082505,2525451,1821227,59000,,6,849,933,365,267,11,,1588,874,287,206,6
202309,Q12,중식,X,빙과류,X01,아이스크림류,14200,61300,105200,111600,35600,7000,,,47000,90600,40633,,,12,35,67,98,30,14,,,22,58,40,
202311,Q09,음식배달서비스,E,구이류,E03,육류구이류,,218300,356900,710000,491800,,,31500,159600,198000,165000,180000,,,10,35,71,44,,,5,8,20,10,10
202312,Q07,양식,T,빵/과자류,T04,마늘빵류,23000,199800,223500,289600,190250,35800,16550,296400,221050,326150,329598,32400,,21,158,195,251,235,180,13,181,185,253,268,144
202404,Q11,제과/제빵/떡/케익,T,빵/과자류,T09,번류,,631810,2006228,2746980,3255134,2205035,,1915055,3311663,4042494,5400651,3107510,1728825,,194,565,821,927,642,,565,941,1188,1583,922
202307,Q04,별식/퓨전요리,H,찜류,H03,육류찜류,,1501900,5122255,4808800,4736700,4365200,,2734462,3592500,4163610,4424560,3940110,,,100,253,268,279,267,,173,218,232,239,231
202310,Q15,한식,F,볶음류,F02,야채/채소볶음류,,545720,653720,763820,1269300,568000,,821860,700040,331114,520420,312000,,,538,47,58,369,46,,387,431,379,620,24
202312,Q11,제과/제빵/떡/케익,D,국/탕/찌개/전골류,D09,퐁듀류,,10800,52100,99798,164783,125420,,22100,39358,204120,295052,111164,,,6,16,44,54,34,,10,17,82,86,37
202309,Q07,양식,B,면류,B12,쫄면류,,1130200,3289800,4829608,4053776,716600,,799200,2865060,4183400,3964200,1338600,5922000,,139,383,590,506,87,,98,335,514,490,164
202309,Q10,일식/수산물,B,면류,B10,우동류,933200,16916964,16883691,21021506,18058195,10955257,1056400,22423117,16860129,19946636,14586049,9028428,59274055,111,2116,2235,2888,2384,1489,123,2572,2067,2626,1895,1216
202312,Q09,음식배달서비스,P,냉채/무침류,P01,수산물무침류,,,,,,,,,,,,,,,,,,,,,,,,,
202406,Q08,유흥주점,B,면류,B11,중국식면류,,846500,542500,368600,239000,328000,,208000,108000,183000,91000,,,,37,41,37,28,41,,11,10,23,11,
202405,Q06,분식,T,빵/과자류,T26,쿠키류,2300,5000,,42200,139000,84800,1500,84700,78000,61200,12300,133500,,4,5,,19,30,20,5,73,19,21,11,24
202402,Q12,중식,D,국/탕/찌개/전골류,D05,스프류,,251000,443000,226000,377700,,,1072000,929500,148000,,,,,8,17,8,21,,,36,38,9,,
202307,Q07,양식,T,빵/과자류,T02,과자류,,665738,1088716,631900,825417,406900,,1005400,1007600,661000,489400,232900,,,60,103,85,59,27,,88,72,74,28,11
202404,Q16,휴게소/대형업체,W,음료류,W12,커피류,,112600,275800,280900,661100,740100,,19925,139400,300900,304800,405200,,,37,83,96,207,176,,5,42,103,83,86
202406,Q07,양식,F,볶음류,F04,김치볶음류,,,,,,,,,,,,,,,,,,,,,,,,,
202312,Q16,휴게소/대형업체,T,빵/과자류,T02,과자류,,,,15200,,,,,,,,24000,,,,,9,,,,,,,,6
202308,Q14,패스트푸드,T,빵/과자류,T31,타코/브리또/또띠아/랩류,,3947248,7604743,4918673,4295424,1165006,343944,15335918,14130498,7891490,6683235,1216807,10689383,,558,1136,741,638,176,51,2317,2232,1231,1015,182
202308,Q01,간이주점,R,묵류,R02,야채/채소묵류,,1993000,835400,130000,293000,340000,,1631400,367800,100000,262600,170000,,,191,75,16,34,34,,148,36,10,33,17
202404,Q06,분식,L,전/부침류,L04,김치전류,,1364500,1174500,1617500,1627500,191000,,1388500,886000,923500,596500,85000,,,165,128,168,183,20,,165,93,93,75,9
202402,Q07,양식,T,빵/과자류,T08,버거류,,385921,1023658,1138826,994283,863200,,817824,1045016,875465,966287,588800,,,33,113,174,159,116,,70,114,111,128,80
202406,Q08,유흥주점,A,밥류,A10,비빔밥류,,,84000,,,,,,,,,,,,,11,,,,,,,,,
202308,Q14,패스트푸드,W,음료류,W03,생수류,,88750,117730,149740,39400,,3500,228858,179930,88034,53650,7000,,,95,130,133,45,,6,359,216,107,72,7
202312,Q14,패스트푸드,U,과일/샐러드류,U01,과일류,37400,234800,479010,661700,314000,111700,76000,885400,1204930,955700,411400,496570,,6,17,42,89,20,12,4,72,124,116,84,100
202309,Q15,한식,O,장/장아찌류,O02,게장류,,919550,8427750,11525200,21508705,31231933,,1314500,3948500,8964200,17526055,18709835,,,49,340,538,969,1388,,84,192,413,800,919
202405,Q07,양식,W,음료류,W03,생수류,,129500,174000,74000,18500,,,171000,63500,13000,17500,17500,,,85,108,56,14,,,129,39,22,15,7
202308,Q05,부페,H,찜류,H05,난찜류,41200,1534400,2069739,3108075,1940684,663700,,549400,881000,1535600,1231700,458500,,11,436,585,880,551,183,,156,247,431,345,123
202311,Q02,고기요리,C,죽류,C02,야채/채소죽류,,,,120000,,130000,,,36000,42000,115000,100000,,,,,18,,18,,,12,14,15,10
202311,Q04,별식/퓨전요리,W,음료류,W10,주스류,5500,137000,300000,110983,133600,,3500,334500,504500,189500,142000,,,11,24,44,14,21,,7,51,70,39,18,
202309,Q08,유흥주점,D,국/탕/찌개/전골류,D05,스프류,,,2677500,,14000,,,66000,161000,,14000,,,,,60,,4,,,12,27,,4,
202403,Q01,간이주점,B,면류,B07,볶음면류,,336100,348800,516000,319000,,,128400,123000,73000,92000,,,,47,44,69,40,,,20,14,10,12,
202405,Q12,중식,F,볶음류,F04,김치볶음류,,,,,,,,,,,,,,,,,,,,,,,,,
202402,Q03,닭/오리요리,K,적/꼬치류,K03,육류꼬치류,9000,105100,1629700,2401300,1351900,12000,23000,339200,904900,823400,488500,10000,,9,43,270,474,214,12,23,123,277,242,61,10
202309,Q09,음식배달서비스,Z,기타,Z01,기타,,4229400,3664800,2685500,1959000,1596000,,4040300,2673200,1568400,1284200,1240000,,,250,250,183,143,70,,225,167,129,81,52
202309,Q14,패스트푸드,B,면류,B06,라면류,40500,458100,360600,369900,226000,,,326400,295500,208500,117500,24000,,19,133,102,91,49,,,61,38,55,26,6
202404,Q13,커피/음료,V,주류,V10,혼성주류,,,75000,,,143000,,90000,67500,,45000,,,,,11,,,22,,12,9,,4,
202402,Q13,커피/음료,A,밥류,A05,도시락류,,,,,,,,70000,,,18300,,,,,,,,,,5,,,4,
202307,Q01,간이주점,W,음료류,W02,밀크티/버블티류,,,74100,17200,17200,,,23800,48000,30100,,,,,,18,4,4,,,4,12,7,,
202310,Q02,고기요리,F,볶음류,F05,난볶음류,,212000,634000,279000,149000,,,82000,218000,,,,,,17,45,21,10,,,5,14,,,
202405,Q08,유흥주점,T,빵/과자류,T29,크림빵류,,,,7200,,67500,,,9000,,,,,,,,4,,9,,,5,,,
202311,Q06,분식,S,떡류,S01,일반떡류,,502300,1088900,1591000,2273100,2572000,2800,592600,1061500,2079000,2668400,2446500,,,74,134,188,231,245,4,108,150,267,303,235
202312,Q04,별식/퓨전요리,B,면류,B12,쫄면류,,,,28000,32000,,,,,69000,49000,,,,,,4,4,,,,,10,7,
202405,Q01,간이주점,O,장/장아찌류,O03,젓갈류,,,,,,,,,,,,,,,,,,,,,,,,,
202308,Q03,닭/오리요리,H,찜류,H04,김치찜류,,,161400,,126000,,,,,,,,,,,16,,14,,,,,,,
202406,Q04,별식/퓨전요리,W,음료류,W11,차류,21000,195500,105000,81000,52000,78000,32100,167500,71000,73000,112000,,,16,71,33,26,15,26,23,50,23,23,27,
202307,Q04,별식/퓨전요리,A,밥류,A03,김밥류,,27500,221900,541300,1020800,352500,,518500,241500,979300,922200,303000,,,11,76,198,348,132,,63,80,348,319,117
202402,Q03,닭/오리요리,A,밥류,A15,컵밥류,125000,179000,,52900,180600,,30000,,16000,16000,175000,,,25,38,,10,28,,6,,4,4,35,
202310,Q06,분식,V,주류,V02,동동주/막걸리류,,1297000,5060400,9621900,19530000,21520500,16000,1529400,3380500,5024874,7814141,5444500,,,291,1136,2281,4800,5264,4,300,743,1184,1808,1274
202404,Q02,고기요리,T,빵/과자류,T05,머랭류,,,,,,,,,,,,,,,,,,,,,,,,,
202405,Q08,유흥주점,B,면류,B08,소바류,,55200,145000,44000,66000,,,273000,168000,,198000,77000,,,4,12,4,6,,,23,16,,18,7
202403,Q11,제과/제빵/떡/케익,T,빵/과자류,T21,찐빵류,,673600,3855600,5620700,7589700,9368700,,682500,2655100,4156300,7270100,7834800,1319000,,108,455,913,1423,1843,,126,467,790,1461,1589
202403,Q07,양식,A,밥류,A02,그라탱/도리아류,221500,760720,1035600,842900,594900,86500,137500,1770605,1094620,1290689,1070000,212500,2556000,27,96,125,99,70,10,16,202,115,149,118,18
202310,Q02,고기요리,R,묵류,R02,야채/채소묵류,,120400,683700,267800,252954,,,276606,167906,50600,87900,14500,,,29,113,52,54,,,44,25,13,20,5
202402,Q15,한식,I,조림류,I02,야채/채소조림류,,0,826100,1465400,4284200,3342000,,42000,257500,938300,2286629,1609300,,,12,122,144,319,275,,23,43,96,178,141
202311,Q13,커피/음료,C,죽류,C03,육류죽류,,,70100,,,,,,92400,,,,,,,17,,,,,,21,,,
202406,Q08,유흥주점,T,빵/과자류,T30,타르트류,,28800,18000,,,,,126300,73995,31500,24300,,,,7,4,,,,,25,19,7,6,
202402,Q10,일식/수산물,M,만두류,M01,수산물만두류,,,92500,192000,474000,506000,,24000,,95000,290000,322000,,,,15,26,70,70,,4,,11,42,50
202406,Q11,제과/제빵/떡/케익,L,전/부침류,L02,야채전/부침류,,122000,1119500,1662400,2549900,3604305,,455000,1376500,2029675,3010020,3501840,,,17,109,148,228,356,,46,150,204,317,330
202406,Q11,제과/제빵/떡/케익,B,면류,B12,쫄면류,,223000,1040500,2521500,2336200,661000,,321500,708000,2315000,2367000,654500,2421500,,32,149,350,326,94,,46,100,324,328,91
202404,Q01,간이주점,T,빵/과자류,T37,핫도그류,,247600,259100,142000,51000,15000,,82500,150500,15000,10800,,,,29,50,26,11,5,,11,21,5,6,
202406,Q06,분식,U,과일/샐러드류,U01,과일류,,192500,138346,56500,53000,51000,,224500,209800,358000,131000,152500,,,30,41,15,25,13,,52,41,75,29,20
202405,Q14,패스트푸드,T,빵/과자류,T37,핫도그류,31500,1452350,2620001,4009100,2393400,546300,91200,1405590,2456283,4928350,2759800,969898,1035700,7,354,771,1417,892,201,32,399,828,1870,1045,397
202405,Q13,커피/음료,L,전/부침류,L06,외국식전/부침류,,,74492,,76000,,,,47500,41800,95000,38000,,,,4,,8,,,,5,5,10,4
202405,Q15,한식,T,빵/과자류,T08,버거류,,87000,353100,496850,193000,197000,,199000,135000,276500,45000,92000,,,11,33,44,19,26,,24,15,30,5,7
202308,Q09,음식배달서비스,L,전/부침류,L05,계란전/부침류,,,,,,,,,,,,,,,,,,,,,,,,,
202402,Q12,중식,D,국/탕/찌개/전골류,D06,전골류,,145800,1241000,505000,386000,,,565006,338006,,,,,,6,54,17,15,,,24,12,,,
202402,Q02,고기요리,A,밥류,A03,김밥류,,112000,375400,914100,787900,107000,,185000,544400,639000,420400,268000,,,26,81,220,196,19,,37,107,147,77,47
202309,Q07,양식,A,밥류,A14,초밥류,,171300,144200,194400,346200,451000,,144900,182200,279500,355600,433000,,,38,24,37,37,36,,19,27,27,23,29
202402,Q08,유흥주점,W,음료류,W03,생수류,,1825900,3838100,501000,70000,65000,,781000,998000,109000,14000,26000,,,968,1965,226,38,22,,422,507,55,9,13
202403,Q04,별식/퓨전요리,B,면류,B09,수제비류,,,118000,5000,222000,108000,,10000,40000,45000,117000,54000,,,,25,5,27,12,,5,4,5,17,6
202311,Q05,부페,A,밥류,A01,국밥류,,,,183000,203000,153000,,,,120000,54000,,,,,,21,23,17,,,,15,6,
202308,Q02,고기요리,V,주류,V08,전통주류,,,56000,52000,118000,87000,,,,,40000,31000,,,,5,6,14,10,,,,,5,4
202309,Q11,제과/제빵/떡/케익,B,면류,B08,소바류,,631101,887928,567200,1030900,578600,,1847920,1023653,722382,1007103,257620,,,170,190,93,151,70,,527,257,137,189,40
202404,Q12,중식,B,면류,B13,칼국수류,,457000,562500,941500,1088000,552000,,232500,299000,652000,696000,513000,,,59,64,103,123,68,,36,34,74,80,67
202404,Q13,커피/음료,D,국/탕/찌개/전골류,D02,나베류,,,,,,,,122603,,,,,,,,,,,,,6,,,,
202404,Q14,패스트푸드,W,음료류,W14,프라페류,,,,,,,,,44970,18800,,,,,,,,,,,,10,4,,
202405,Q01,간이주점,B,면류,B14,탕면류,,,312000,323000,348000,,,107000,66000,176000,84000,,,,,34,47,42,,,12,6,20,11,
202308,Q13,커피/음료,D,국/탕/찌개/전골류,D01,국류,,,101000,228400,608000,858000,,45900,53000,95900,390000,171000,,,,10,25,53,66,,11,13,24,31,16
202308,Q02,고기요리,B,면류,B05,라멘류,,171000,423000,698500,523000,30000,,,42000,224700,108000,,,,29,60,112,84,5,,,7,35,18,
202307,Q06,분식,C,죽류,C01,수산물죽류,,412000,1246600,1944000,2253000,2429000,,1010000,1680800,1289000,1715000,1032000,,,30,96,150,191,204,,76,135,95,133,82
202310,Q14,패스트푸드,D,국/탕/찌개/전골류,D08,탕류,,319000,759000,260000,225000,,,,,134000,,,,,13,36,10,13,,,,,5,,
202311,Q07,양식,B,면류,B14,탕면류,39600,574700,613500,224500,172400,,73300,1012320,426700,335100,147000,,,4,53,59,21,16,,7,94,41,32,15,
202403,Q11,제과/제빵/떡/케익,W,음료류,W14,프라페류,,126000,61500,27500,66500,,,169986,116000,25970,102800,,,,25,10,4,10,,,34,17,5,17,
202404,Q03,닭/오리요리,P,냉채/무침류,P02,야채/채소무침류,,48000,246000,612000,1207000,677000,,25000,225000,355000,866000,509000,,,48,31,57,111,69,,25,22,35,83,55
202312,Q06,분식,Q,김치류,Q01,배추김치류,3500,374800,419300,544100,808000,177500,,715500,346200,794300,724300,155500,,5,62,115,183,161,20,,100,115,192,170,32
202405,Q06,분식,T,빵/과자류,T05,머랭류,13000,18600,70200,92400,,,,38000,80600,159600,23200,,,5,4,17,22,,,,9,25,37,7,
202308,Q03,닭/오리요리,A,밥류,A16,탕밥류,,76000,101900,208600,,,,,35000,111400,,,,,4,11,19,,,,,4,8,,
202311,Q14,패스트푸드,A,밥류,A05,도시락류,151600,2326100,1526800,1424500,1281800,,76000,1722200,459400,679650,859200,,,27,333,227,207,178,,8,226,55,88,111,
202309,Q12,중식,B,면류,B12,쫄면류,,,26000,133000,86000,,,,39000,160500,205000,,,,,4,21,13,,,,6,25,32,
202312,Q04,별식/퓨전요리,P,냉채/무침류,P03,육류무침류,,,,,,,,,,,,,,,,,,,,,,,,,
202309,Q08,유흥주점,L,전/부침류,L02,야채전/부침류,,90000,412000,270000,165000,90000,,431200,161600,120000,210000,120000,,,6,24,17,11,6,,26,10,8,14,8
202311,Q13,커피/음료,T,빵/과자류,T01,(잉글리쉬)머핀류,,,,,,,,,401900,290000,277000,,,,,,,,,,,25,18,18,
202308,Q02,고기요리,T,빵/과자류,T34,페이스트리/파이류,,20000,,,98700,31300,,37400,67000,183400,111100,63300,,,4,,,19,6,,8,15,39,23,12
202308,Q12,중식,R,묵류,R01,어묵류,,58000,115000,67000,81000,52000,7000,75000,38500,62500,40000,59000,512000,,38,55,46,51,36,7,49,22,50,32,33
